"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0147654320987654,0.604777777777778,0
"2.5%",0.00987654320987654,0.564814814814815,0
"50%",0.0148148148148148,0.605555555555556,0
"97.5%",0.0200771604938272,0.65,0
