"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0131435185185185,0.995236111111111,0
"2.5%",0.00947916666666667,0.990277777777778,0
"50%",0.012962962962963,0.995833333333333,0
"97.5%",0.0173726851851852,1,0
