,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03397,0.010657749228634246,0.012401525838299694,0.004633996360370791,0.0004749147005168508,0.011839701402181373,0.005158571219058157,0.007578801727134952,0.0028294200526899262,0.006135519213662235,0.0156989719518649,0.01622214921753814,0.013251372599458142,0.007718660807661298,0.019970366521800904,0.0008307988173175907,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04298,0.004411037551763439,0.009860030018069605,0.011765664495611932,0.017777339724962787,0.012759019744160738,0.011722314228917357,0.015750132588965845,0.0055532088982430455,0.22748082000190928,0.09185978439655118,0.015597584458541001,0.0076689196148592795,0.017776513937993694,0.009191810497646847,0.013008218913898922,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03468,0.026720949688122178,0.013920833926267289,0.030952127082791214,0.026233983168224544,0.018555959027561738,0.008811165678609519,0.018172259305436526,0.009256701806732315,0.01849446426357037,0.004963874499837629,0.009304708957617326,0.012999481699045237,0.004380825890689795,0.0011384252072960854,0.008195744434814927,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04755,0.22048114036823285,0.11950120393331976,0.01519442755643026,0.025139151782841523,0.016863558212113428,0.009750956801586544,0.00010554888057436652,0.002426079245068269,0.003348887781308083,0.01914465038267503,0.01854950565230921,0.06790575682832645,0.013720420253695107,0.01790182339395724,0.016364098250353603,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04596,0.016162653455732295,0.004642482235081691,0.00894545609260063,0.009164456820487157,0.009053116302661148,0.006824950300069121,0.016270386386371464,0.00157525405830528,0.010558989330327619,0.16095826865791407,0.01859093774200246,0.010062379066329157,0.013809041205394848,0.018577838841619718,0.010406056985593033,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02520,0.019889507379389187,0.014386723131273753,0.011819859732236385,0.017751980936445023,0.0016418756287274428,0.0166379695935991,0.0006877276598120497,0.011885155044634416,0.04929601874733647,0.12452838092735807,0.007128665874031595,0.017920548966882166,0.018238473685692622,0.006115349519747007,0.017026602201045387,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02893,0.009085993621141772,0.01659661548109493,0.012270843333999581,0.0189922231008875,0.018702131858385065,0.003330393766072668,0.01910272954613703,0.016460079908447077,0.0630301330308306,0.15664321247234064,0.016993910804446805,0.008393226693536938,0.0003837756202586351,0.01927450483657912,0.004958002666869448,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04070,0.016425168320608308,0.004466138191585723,0.003029400495462302,0.02925390374238016,0.0004167048355707981,0.005260612068653676,0.005602338782140532,0.00446334446579574,0.033568416370451826,0.09756794157116883,0.011896726362357888,0.017274321680186375,0.016314479755055046,0.018897274325405153,0.011487566604044704,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07224,0.007414935274036447,0.0074921718671049796,0.014816163613503677,0.009413819172186923,0.01522701700389417,0.0028946448366010524,0.0006356163665571923,0.00935497507697116,0.42475012586747196,0.15464719625001078,0.0018158949772020727,0.001570891307992881,0.006904832024089625,0.019279916486762194,0.015890239045684734,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04820,0.0018325970498000266,0.00035368192725674817,0.006136698320976095,0.014690990041977664,0.0051662704773092405,0.00142212200791914,0.010546127324138035,0.006371072493688683,0.003326289106240483,0.012228740005162074,0.009476574934961653,0.011436436071246748,0.012315362027394519,0.01444358983776787,0.01173095225808123,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05422,0.0031325380127105997,0.009727214350850544,0.012082770959557692,0.002458657176791166,0.007785279130596159,0.00643405807642441,0.008222997360605958,0.010662368021125414,0.0057013505784931605,0.019179445553446674,0.01761549187882538,0.011411283208383463,0.005601638252879364,0.0021039214817515075,0.013848413861961251,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05417,0.0025122111966135344,0.016466699899481695,0.019085051282472374,0.01814915760585943,0.018219398683951754,0.03272194854318365,0.013339837160457954,0.09542265236827512,0.017386833069824383,0.018038112939306638,0.004867388272670932,0.0038221142614250914,0.007312441243266105,0.007252008294257495,0.01421299629607878,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05788,0.06683358640382121,0.018888894278571072,0.016259654034057557,0.00657494357487763,0.005282147130602721,0.0018058125102780153,0.009447467531161897,0.00770264643916929,0.006423625668764677,0.018716791993941558,0.007919922851440674,0.009689255505915442,0.015053274169294176,0.0010107483047382404,0.013217528855675354,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04661,0.046700248241984724,0.00028110875984203035,0.0011959173807677436,0.010685334636205794,0.011401323499625911,0.0020104716145683457,0.0006277104812529833,0.015616878560128236,0.003410624960178326,0.018549086847359758,0.011851922964694119,0.014353708286628734,0.016132472061207305,0.01889547730878016,0.017333862411254543,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06235,0.01104296538863944,0.0034379795695831028,0.0019627219708306565,0.016844131876072574,0.018011176067780077,0.015649896395647452,0.0017324794426935354,0.01840295986800676,0.0031549686646031617,0.10824125940857598,0.001873702425319006,0.017680328818177875,0.014317425645966983,0.01952876511755952,0.00013321592013606053,BM-Her2N75-15
