,DAPI_X,DAPI_Y,scene
JE-TMA-41_scene01_cell00218,3289.437984496124,1206.6782945736436,scene01
JE-TMA-41_scene01_cell00219,2865.944767441861,1206.6482558139535,scene01
JE-TMA-41_scene01_cell00220,4189.7470657277,1241.9489436619715,scene01
JE-TMA-41_scene01_cell00221,3055.6053719008264,1218.0247933884298,scene01
JE-TMA-41_scene01_cell00222,3736.3520000000003,1208.768,scene01
JE-TMA-41_scene01_cell00223,2966.0955414012737,1213.656050955414,scene01
JE-TMA-41_scene01_cell00224,3605.6645962732923,1206.304347826087,scene01
JE-TMA-41_scene01_cell00225,4017.2654639175257,1209.4613402061855,scene01
JE-TMA-41_scene01_cell00226,4067.071428571429,1206.8076923076926,scene01
JE-TMA-41_scene01_cell00227,2944.0147368421053,1215.9789473684214,scene01
JE-TMA-41_scene01_cell00228,3770.5006105006105,1218.096459096459,scene01
JE-TMA-41_scene01_cell00229,3682.35255354201,1215.7710049423395,scene01
JE-TMA-41_scene01_cell00230,4088.916666666666,1209.638888888889,scene01
JE-TMA-41_scene01_cell00231,4260.872928176796,1213.5580110497235,scene01
JE-TMA-41_scene01_cell00232,4312.6952010376135,1218.479896238651,scene01
JE-TMA-41_scene01_cell00233,3813.206572769953,1221.8403755868546,scene01
JE-TMA-41_scene01_cell00234,2850.2304964539007,1214.3085106382978,scene01
JE-TMA-41_scene01_cell00235,4384.703658536585,1225.1914634146342,scene01
JE-TMA-41_scene01_cell00236,3131.616915422885,1215.1442786069651,scene01
JE-TMA-41_scene01_cell00237,4283.863692688971,1237.3791821561338,scene01
JE-TMA-41_scene01_cell00238,3897.981046247157,1240.1766489764973,scene01
JE-TMA-41_scene01_cell00239,4058.938867924529,1236.2701886792454,scene01
JE-TMA-41_scene01_cell00240,3041.4703196347027,1220.5205479452056,scene01
JE-TMA-41_scene01_cell00241,3908.7293577981654,1219.0642201834862,scene01
JE-TMA-41_scene01_cell00242,3960.329979879276,1222.3702213279678,scene01
JE-TMA-41_scene01_cell00243,2828.330275229358,1221.2706422018348,scene01
JE-TMA-41_scene01_cell00244,3029.092664092664,1223.11583011583,scene01
JE-TMA-41_scene01_cell00245,4335.706666666667,1220.8266666666666,scene01
JE-TMA-41_scene01_cell00246,4137.592233009709,1226.776699029126,scene01
JE-TMA-41_scene01_cell00247,4359.5443959243075,1231.2576419213976,scene01
JE-TMA-41_scene01_cell00248,4001.086910994765,1231.54554973822,scene01
JE-TMA-41_scene01_cell00249,2903.329243353783,1237.1390593047036,scene01
JE-TMA-41_scene01_cell00250,3087.7088607594933,1225.3481012658228,scene01
JE-TMA-41_scene01_cell00251,3835.909747292418,1230.6245487364622,scene01
JE-TMA-41_scene01_cell00252,4451.10551558753,1231.388489208633,scene01
JE-TMA-41_scene01_cell00253,4165.952830188679,1229.5471698113208,scene01
JE-TMA-41_scene01_cell00254,4236.464589235127,1232.614730878187,scene01
JE-TMA-41_scene01_cell00255,3859.4637904468414,1236.5439137134053,scene01
JE-TMA-41_scene01_cell00256,4100.48611111111,1235.824074074074,scene01
JE-TMA-41_scene01_cell00257,3078.333333333333,1233.4739583333333,scene01
JE-TMA-41_scene01_cell00258,3578.067484662577,1238.8732106339467,scene01
JE-TMA-41_scene01_cell00259,3927.7543103448274,1233.9612068965514,scene01
JE-TMA-41_scene01_cell00260,4336.504273504273,1241.8782051282049,scene01
JE-TMA-41_scene01_cell00261,2804.106060606061,1237.8371212121212,scene01
JE-TMA-41_scene01_cell00262,3936.9425087108016,1248.0400696864112,scene01
JE-TMA-41_scene01_cell00263,3661.964757709251,1240.4669603524228,scene01
JE-TMA-41_scene01_cell00264,2935.6660818713453,1263.6888888888886,scene01
JE-TMA-41_scene01_cell00265,2864.7772020725392,1236.875647668394,scene01
JE-TMA-41_scene01_cell00266,3714.063596491228,1259.0570175438595,scene01
JE-TMA-41_scene01_cell00267,3784.386491557223,1247.9287054409006,scene01
JE-TMA-41_scene01_cell00268,3811.3568773234206,1239.3011152416354,scene01
JE-TMA-41_scene01_cell00269,4314.152601156069,1251.4312138728326,scene01
JE-TMA-41_scene01_cell00270,3053.569230769231,1239.546153846154,scene01
JE-TMA-41_scene01_cell00271,4031.343373493976,1240.5060240963855,scene01
JE-TMA-41_scene01_cell00272,2963.2941988950274,1258.3908839779006,scene01
JE-TMA-41_scene01_cell00273,2992.6864406779655,1251.7372881355932,scene01
JE-TMA-41_scene01_cell00274,3611.974489795919,1245.7857142857142,scene01
JE-TMA-41_scene01_cell00275,3913.4925925925927,1245.0555555555557,scene01
JE-TMA-41_scene01_cell00276,4254.267543859649,1247.7302631578948,scene01
JE-TMA-41_scene01_cell00277,2362.810810810811,1249.5651105651107,scene01
JE-TMA-41_scene01_cell00278,3077.075144508671,1250.9739884393066,scene01
JE-TMA-41_scene01_cell00279,3695.176848874598,1246.8585209003215,scene01
JE-TMA-41_scene01_cell00280,3741.119760479042,1244.4131736526947,scene01
JE-TMA-41_scene01_cell00281,3961.8663793103447,1251.7155172413793,scene01
JE-TMA-41_scene01_cell00282,3643.088495575221,1250.141592920354,scene01
JE-TMA-41_scene01_cell00283,4173.248201438849,1251.5395683453235,scene01
JE-TMA-41_scene01_cell00284,3830.3747927031513,1256.7910447761196,scene01
JE-TMA-41_scene01_cell00285,3866.117431192661,1255.2807339449541,scene01
JE-TMA-41_scene01_cell00286,4470.562248995984,1250.2008032128515,scene01
JE-TMA-41_scene01_cell00287,2835.743178170145,1261.1974317817014,scene01
JE-TMA-41_scene01_cell00288,4429.510638297872,1250.5478723404256,scene01
JE-TMA-41_scene01_cell00289,3811.729166666666,1255.4875,scene01
JE-TMA-41_scene01_cell00290,4107.511450381679,1256.7328244274809,scene01
JE-TMA-41_scene01_cell00291,2873.059859154929,1257.838028169014,scene01
JE-TMA-41_scene01_cell00292,3574.3224351747467,1263.5749718151073,scene01
JE-TMA-41_scene01_cell00293,4129.885350318471,1259.7420382165606,scene01
JE-TMA-41_scene01_cell00294,2719.509009009009,1262.90990990991,scene01
JE-TMA-41_scene01_cell00295,3017.628950050969,1270.295616717635,scene01
JE-TMA-41_scene01_cell00296,4375.628272251309,1268.1989528795814,scene01
JE-TMA-41_scene01_cell00297,3041.050704225352,1263.4084507042253,scene01
JE-TMA-41_scene01_cell00298,2786.4464751958226,1264.2219321148825,scene01
JE-TMA-41_scene01_cell00299,2877.727786752828,1277.2980613893374,scene01
JE-TMA-41_scene01_cell00300,4011.479204339964,1268.8987341772154,scene01
JE-TMA-41_scene01_cell00301,4285.668689320389,1272.0898058252428,scene01
JE-TMA-41_scene01_cell00302,3848.476190476191,1275.7777777777776,scene01
JE-TMA-41_scene01_cell00303,3538.775075987842,1274.7021276595744,scene01
JE-TMA-41_scene01_cell00304,3636.079411764706,1278.393137254902,scene01
JE-TMA-41_scene01_cell00305,3939.283752860412,1271.8077803203662,scene01
JE-TMA-41_scene01_cell00306,3054.682634730539,1278.3338323353294,scene01
JE-TMA-41_scene01_cell00307,3663.572916666666,1270.3619791666667,scene01
JE-TMA-41_scene01_cell00308,4505.022988505747,1291.7155172413793,scene01
JE-TMA-41_scene01_cell00309,3685.308823529412,1264.875,scene01
JE-TMA-41_scene01_cell00310,3072.0967741935488,1267.4903225806454,scene01
JE-TMA-41_scene01_cell00311,3813.994547437296,1281.020719738277,scene01
JE-TMA-41_scene01_cell00312,3965.2650046168046,1278.5660203139428,scene01
JE-TMA-41_scene01_cell00313,4069.404651162791,1269.6279069767445,scene01
JE-TMA-41_scene01_cell00314,3771.110837438424,1271.8866995073893,scene01
JE-TMA-41_scene01_cell00315,4318.133124510572,1287.0093970242756,scene01
JE-TMA-41_scene01_cell00316,4454.073170731707,1269.6341463414635,scene01
JE-TMA-41_scene01_cell00317,4465.151824817518,1287.1328467153285,scene01
JE-TMA-41_scene01_cell00318,3922.933823529412,1276.1225490196075,scene01
JE-TMA-41_scene01_cell00319,2752.333962264151,1276.9773584905658,scene01
JE-TMA-41_scene01_cell00320,3095.584980237154,1272.4189723320158,scene01
JE-TMA-41_scene01_cell00321,2351.6437768240344,1276.3690987124464,scene01
JE-TMA-41_scene01_cell00322,2689.9592760180994,1272.20814479638,scene01
JE-TMA-41_scene01_cell00323,4395.900602409639,1275.433734939759,scene01
JE-TMA-41_scene01_cell00324,3078.241661422278,1294.5204531151667,scene01
JE-TMA-41_scene01_cell00325,3903.66847826087,1279.4402173913045,scene01
JE-TMA-41_scene01_cell00326,4111.84012066365,1280.027149321267,scene01
JE-TMA-41_scene01_cell00327,3696.327272727273,1293.978354978355,scene01
JE-TMA-41_scene01_cell00328,2943.5298013245038,1277.9337748344371,scene01
JE-TMA-41_scene01_cell00329,3992.775568181818,1280.340909090909,scene01
JE-TMA-41_scene01_cell00330,4525.713261648745,1281.3189964157707,scene01
JE-TMA-41_scene01_cell00331,2670.8577777777773,1279.4355555555555,scene01
JE-TMA-41_scene01_cell00332,3556.41214057508,1281.744408945687,scene01
JE-TMA-41_scene01_cell00333,4051.691275167785,1288.888782358581,scene01
JE-TMA-41_scene01_cell00334,2711.38422818792,1285.265100671141,scene01
JE-TMA-41_scene01_cell00335,2968.4433656957926,1284.1553398058252,scene01
JE-TMA-41_scene01_cell00336,3867.0988805970146,1288.188432835821,scene01
JE-TMA-41_scene01_cell00337,4138.7700084246,1298.6663858466725,scene01
JE-TMA-41_scene01_cell00338,2842.338747099768,1288.508120649652,scene01
JE-TMA-41_scene01_cell00339,3017.619414483821,1291.1432973805854,scene01
JE-TMA-41_scene01_cell00340,3792.971428571429,1289.3090909090906,scene01
JE-TMA-41_scene01_cell00341,2685.2052401746723,1288.1222707423578,scene01
JE-TMA-41_scene01_cell00342,3753.512987012987,1282.9675324675325,scene01
JE-TMA-41_scene01_cell00343,3773.0,1284.8472222222224,scene01
JE-TMA-41_scene01_cell00344,2650.10970464135,1289.1751054852318,scene01
JE-TMA-41_scene01_cell00345,2675.423728813559,1288.627118644068,scene01
JE-TMA-41_scene01_cell00346,3040.432038834952,1292.228155339806,scene01
JE-TMA-41_scene01_cell00347,4227.678260869565,1288.0260869565218,scene01
JE-TMA-41_scene01_cell00348,2757.5704467353953,1299.0635738831616,scene01
JE-TMA-41_scene01_cell00349,2865.357487922705,1291.5169082125603,scene01
JE-TMA-41_scene01_cell00350,3727.4768041237107,1295.0670103092787,scene01
JE-TMA-41_scene01_cell00351,4095.700555996823,1323.7009531374104,scene01
JE-TMA-41_scene01_cell00352,4362.19018404908,1296.717791411043,scene01
JE-TMA-41_scene01_cell00353,2723.4478764478768,1298.7413127413126,scene01
JE-TMA-41_scene01_cell00354,3879.756784968685,1309.1106471816286,scene01
JE-TMA-41_scene01_cell00355,2301.51822503962,1305.9952456418384,scene01
JE-TMA-41_scene01_cell00356,3525.34632034632,1294.922077922078,scene01
JE-TMA-41_scene01_cell00357,3655.868593238822,1313.6575790621594,scene01
