,DAPI_X,DAPI_Y,scene
JE-TMA-41_scene01_cell00666,3810.6853333333333,1494.2757333333334,scene01
JE-TMA-41_scene01_cell00667,4077.5993265993266,1487.9180695847367,scene01
JE-TMA-41_scene01_cell00668,4513.452606635071,1475.9289099526065,scene01
JE-TMA-41_scene01_cell00669,4154.929054054054,1484.0675675675675,scene01
JE-TMA-41_scene01_cell00670,4247.4984423676015,1490.546728971963,scene01
JE-TMA-41_scene01_cell00671,2353.5873786407765,1479.4417475728155,scene01
JE-TMA-41_scene01_cell00672,3461.408060453401,1479.471032745592,scene01
JE-TMA-41_scene01_cell00673,3707.106976744186,1480.4139534883718,scene01
JE-TMA-41_scene01_cell00674,3561.2636054421773,1484.3758503401361,scene01
JE-TMA-41_scene01_cell00675,3696.0205128205125,1479.3384615384616,scene01
JE-TMA-41_scene01_cell00676,2135.612903225807,1479.963133640553,scene01
JE-TMA-41_scene01_cell00677,4589.217090069285,1489.3279445727485,scene01
JE-TMA-41_scene01_cell00678,4764.283422459893,1483.4893048128342,scene01
JE-TMA-41_scene01_cell00679,3754.361997226075,1492.7503467406382,scene01
JE-TMA-41_scene01_cell00680,3989.8412256267407,1486.041782729805,scene01
JE-TMA-41_scene01_cell00681,4554.582159624413,1480.5023474178406,scene01
JE-TMA-41_scene01_cell00682,2173.8243902439026,1482.3365853658536,scene01
JE-TMA-41_scene01_cell00683,3623.314606741573,1482.8614232209738,scene01
JE-TMA-41_scene01_cell00684,3966.507633587786,1484.6335877862596,scene01
JE-TMA-41_scene01_cell00685,2569.539149888143,1488.8031319910517,scene01
JE-TMA-41_scene01_cell00686,3881.175480769231,1501.1790865384617,scene01
JE-TMA-41_scene01_cell00687,3949.9972375690613,1488.3204419889505,scene01
JE-TMA-41_scene01_cell00688,4189.876363636364,1486.709090909091,scene01
JE-TMA-41_scene01_cell00689,3634.565079365079,1501.3375661375662,scene01
JE-TMA-41_scene01_cell00690,3852.67094017094,1486.247863247863,scene01
JE-TMA-41_scene01_cell00691,3923.579806978471,1498.005196733482,scene01
JE-TMA-41_scene01_cell00692,4392.110687022901,1490.1393129770993,scene01
JE-TMA-41_scene01_cell00693,4499.557926829269,1487.2865853658536,scene01
JE-TMA-41_scene01_cell00694,4643.591044776121,1484.683582089552,scene01
JE-TMA-41_scene01_cell00695,2265.676829268293,1481.9024390243906,scene01
JE-TMA-41_scene01_cell00696,4033.8663793103447,1496.80316091954,scene01
JE-TMA-41_scene01_cell00697,4445.973568281938,1485.872246696035,scene01
JE-TMA-41_scene01_cell00698,4539.617747440273,1488.1808873720136,scene01
JE-TMA-41_scene01_cell00699,3533.365384615385,1485.2596153846155,scene01
JE-TMA-41_scene01_cell00700,3511.7401960784314,1487.8970588235293,scene01
JE-TMA-41_scene01_cell00701,3546.871287128713,1488.5346534653463,scene01
JE-TMA-41_scene01_cell00702,3721.135658914729,1492.65503875969,scene01
JE-TMA-41_scene01_cell00703,4701.659574468084,1489.5177304964539,scene01
JE-TMA-41_scene01_cell00704,2553.902356902357,1492.744107744108,scene01
JE-TMA-41_scene01_cell00705,4524.124087591241,1489.7919708029196,scene01
JE-TMA-41_scene01_cell00706,4561.153354632588,1496.217252396166,scene01
JE-TMA-41_scene01_cell00707,4643.985159817353,1502.0239726027398,scene01
JE-TMA-41_scene01_cell00708,3538.7887931034484,1492.8836206896551,scene01
JE-TMA-41_scene01_cell00709,3600.122383252818,1493.7278582930758,scene01
JE-TMA-41_scene01_cell00710,3651.185,1489.71,scene01
JE-TMA-41_scene01_cell00711,3781.2935323383085,1489.995024875622,scene01
JE-TMA-41_scene01_cell00712,4403.196484903109,1511.199639477242,scene01
JE-TMA-41_scene01_cell00713,4743.768867924528,1490.6462264150946,scene01
JE-TMA-41_scene01_cell00714,2303.978021978022,1497.3150183150185,scene01
JE-TMA-41_scene01_cell00715,4467.065573770492,1492.9297423887588,scene01
JE-TMA-41_scene01_cell00716,3980.869606903164,1510.4026845637586,scene01
JE-TMA-41_scene01_cell00717,4006.5286396181386,1508.9773269689738,scene01
JE-TMA-41_scene01_cell00718,4222.0664819944595,1502.6177285318558,scene01
JE-TMA-41_scene01_cell00719,3682.2172211350294,1506.0645792563598,scene01
JE-TMA-41_scene01_cell00720,3848.6943396226416,1499.3924528301886,scene01
JE-TMA-41_scene01_cell00721,4340.3141762452115,1504.8869731800767,scene01
JE-TMA-41_scene01_cell00722,2248.640668523677,1504.4651810584958,scene01
JE-TMA-41_scene01_cell00723,4151.108179419525,1504.1530343007917,scene01
JE-TMA-41_scene01_cell00724,4204.207650273224,1500.655737704918,scene01
JE-TMA-41_scene01_cell00725,4770.641311069882,1514.665429808287,scene01
JE-TMA-41_scene01_cell00726,2081.9817444219066,1511.529411764706,scene01
JE-TMA-41_scene01_cell00727,3551.258478460128,1528.4326306141156,scene01
JE-TMA-41_scene01_cell00728,3954.6151990349817,1512.8082026537998,scene01
JE-TMA-41_scene01_cell00729,4491.322784810127,1509.6898734177216,scene01
JE-TMA-41_scene01_cell00730,4602.139705882353,1506.8161764705883,scene01
JE-TMA-41_scene01_cell00731,3707.960709759189,1512.2091254752854,scene01
JE-TMA-41_scene01_cell00732,3848.8752151463,1520.8597246127367,scene01
JE-TMA-41_scene01_cell00733,3758.532051282051,1509.3141025641025,scene01
JE-TMA-41_scene01_cell00734,4705.45197740113,1507.2429378531076,scene01
JE-TMA-41_scene01_cell00735,4663.465979381444,1516.818556701031,scene01
JE-TMA-41_scene01_cell00736,3610.5846394984333,1514.2899686520373,scene01
JE-TMA-41_scene01_cell00737,4721.113989637306,1519.321243523316,scene01
JE-TMA-41_scene01_cell00738,3730.462025316456,1513.7151898734176,scene01
JE-TMA-41_scene01_cell00739,3783.983529411765,1518.2,scene01
JE-TMA-41_scene01_cell00740,4692.8257839721255,1511.337979094077,scene01
JE-TMA-41_scene01_cell00741,2268.292063492064,1513.6920634920637,scene01
JE-TMA-41_scene01_cell00742,2339.5482625482628,1513.5019305019305,scene01
JE-TMA-41_scene01_cell00743,4097.965244865719,1522.515007898894,scene01
JE-TMA-41_scene01_cell00744,4256.239929947461,1519.77057793345,scene01
JE-TMA-41_scene01_cell00745,4438.539634146341,1522.2698170731708,scene01
JE-TMA-41_scene01_cell00746,4079.56,1516.9781818181818,scene01
JE-TMA-41_scene01_cell00747,3656.463007159905,1517.7207637231506,scene01
JE-TMA-41_scene01_cell00748,4537.723926380369,1529.60327198364,scene01
JE-TMA-41_scene01_cell00749,4289.606012658228,1523.870253164557,scene01
JE-TMA-41_scene01_cell00750,4325.2805872756935,1525.326264274062,scene01
JE-TMA-41_scene01_cell00751,2294.8190476190475,1514.9809523809524,scene01
JE-TMA-41_scene01_cell00752,3744.768,1517.224,scene01
JE-TMA-41_scene01_cell00753,3809.063432835821,1521.2276119402984,scene01
JE-TMA-41_scene01_cell00754,3589.955627705628,1535.3019480519479,scene01
JE-TMA-41_scene01_cell00755,3915.334196891192,1524.282383419689,scene01
JE-TMA-41_scene01_cell00756,4464.2005277044855,1523.868073878628,scene01
JE-TMA-41_scene01_cell00757,3827.6851063829786,1523.5829787234045,scene01
JE-TMA-41_scene01_cell00758,4041.6132478632485,1526.1474358974356,scene01
JE-TMA-41_scene01_cell00759,4016.680232558139,1538.4418604651162,scene01
JE-TMA-41_scene01_cell00760,3684.8092738407704,1537.4514435695535,scene01
JE-TMA-41_scene01_cell00761,3605.6418269230767,1531.6418269230771,scene01
JE-TMA-41_scene01_cell00762,4581.841336116911,1543.501043841336,scene01
JE-TMA-41_scene01_cell00763,4791.60907504363,1533.931937172775,scene01
JE-TMA-41_scene01_cell00764,4149.366120218579,1529.9344262295083,scene01
JE-TMA-41_scene01_cell00765,4812.1307189542495,1532.875816993464,scene01
JE-TMA-41_scene01_cell00766,2295.2117503059976,1541.1346389228886,scene01
JE-TMA-41_scene01_cell00767,4237.56886227545,1531.7724550898206,scene01
JE-TMA-41_scene01_cell00768,3831.402414486921,1546.2535211267605,scene01
JE-TMA-41_scene01_cell00769,3926.493297587132,1536.9329758713134,scene01
JE-TMA-41_scene01_cell00770,4092.1647619047612,1547.084761904762,scene01
JE-TMA-41_scene01_cell00771,3795.364814814815,1560.2958333333331,scene01
JE-TMA-41_scene01_cell00772,3640.866803278689,1545.3688524590164,scene01
JE-TMA-41_scene01_cell00773,3708.1571753986327,1536.4669703872437,scene01
JE-TMA-41_scene01_cell00774,4361.466666666666,1533.3684210526314,scene01
JE-TMA-41_scene01_cell00775,3767.511340206185,1540.7463917525772,scene01
JE-TMA-41_scene01_cell00776,3883.2922374429218,1538.6347031963473,scene01
JE-TMA-41_scene01_cell00777,4174.130268199234,1535.8122605363985,scene01
JE-TMA-41_scene01_cell00778,2260.9777397260277,1542.63698630137,scene01
JE-TMA-41_scene01_cell00779,2319.409722222222,1542.9131944444446,scene01
JE-TMA-41_scene01_cell00780,2310.5564516129034,1539.0403225806451,scene01
JE-TMA-41_scene01_cell00781,3904.654088050314,1534.9622641509436,scene01
JE-TMA-41_scene01_cell00782,4763.147916666667,1547.841666666667,scene01
JE-TMA-41_scene01_cell00783,4398.590476190476,1538.8095238095239,scene01
JE-TMA-41_scene01_cell00784,4136.577972207926,1565.3952650540402,scene01
JE-TMA-41_scene01_cell00785,4450.993333333333,1543.4533333333334,scene01
JE-TMA-41_scene01_cell00786,4884.850456621005,1547.6084474885845,scene01
JE-TMA-41_scene01_cell00787,3851.9858156028367,1542.0354609929075,scene01
JE-TMA-41_scene01_cell00788,3674.065384615385,1543.7230769230769,scene01
JE-TMA-41_scene01_cell00789,4152.725165562913,1542.1788079470195,scene01
JE-TMA-41_scene01_cell00790,4644.955937893412,1566.7456986991187,scene01
JE-TMA-41_scene01_cell00791,4204.5884773662565,1542.9259259259259,scene01
JE-TMA-41_scene01_cell00792,4323.377532228361,1551.3222836095765,scene01
JE-TMA-41_scene01_cell00793,4517.774294670847,1546.319749216301,scene01
JE-TMA-41_scene01_cell00794,4694.005673758866,1551.839716312057,scene01
JE-TMA-41_scene01_cell00795,4453.976699029126,1555.9048543689319,scene01
JE-TMA-41_scene01_cell00796,3703.346774193548,1547.2096774193549,scene01
JE-TMA-41_scene01_cell00797,4402.092961487384,1559.0544488711819,scene01
JE-TMA-41_scene01_cell00798,4427.044705882353,1549.4329411764706,scene01
JE-TMA-41_scene01_cell00799,3878.854609929078,1553.1560283687945,scene01
JE-TMA-41_scene01_cell00800,4299.352857142857,1553.9271428571426,scene01
JE-TMA-41_scene01_cell00801,3723.059219380888,1560.0309555854644,scene01
JE-TMA-41_scene01_cell00802,4051.14406779661,1553.372881355932,scene01
JE-TMA-41_scene01_cell00803,4603.427884615385,1548.8509615384617,scene01
JE-TMA-41_scene01_cell00804,4715.4490398818325,1556.4726735598226,scene01
JE-TMA-41_scene01_cell00805,4785.8209806157365,1570.6716077537058,scene01
JE-TMA-41_scene01_cell00806,4824.828881469115,1573.4340567612687,scene01
JE-TMA-41_scene01_cell00807,4170.903973509934,1559.1341059602648,scene01
JE-TMA-41_scene01_cell00808,3750.55859375,1551.82421875,scene01
JE-TMA-41_scene01_cell00809,3931.7327188940094,1553.2235023041476,scene01
JE-TMA-41_scene01_cell00810,4376.241953385128,1564.1220865704772,scene01
JE-TMA-41_scene01_cell00811,4811.459016393443,1552.2513661202186,scene01
JE-TMA-41_scene01_cell00812,4855.709803921569,1560.8745098039215,scene01
JE-TMA-41_scene01_cell00813,3648.388746803069,1572.6018755328219,scene01
JE-TMA-41_scene01_cell00814,3991.1098901098894,1556.5521978021975,scene01
JE-TMA-41_scene01_cell00815,4349.66323024055,1557.1580756013745,scene01
JE-TMA-41_scene01_cell00816,3846.696428571429,1559.6279761904761,scene01
JE-TMA-41_scene01_cell00817,4035.646034816248,1566.1237911025146,scene01
JE-TMA-41_scene01_cell00818,4485.9894366197195,1556.6021126760565,scene01
JE-TMA-41_scene01_cell00819,3948.475374732334,1562.9892933618844,scene01
JE-TMA-41_scene01_cell00820,2289.644444444445,1561.975,scene01
JE-TMA-41_scene01_cell00821,3667.971428571429,1555.2761904761905,scene01
JE-TMA-41_scene01_cell00822,4006.6812796208533,1578.5260663507108,scene01
JE-TMA-41_scene01_cell00823,3588.92774566474,1575.5732177263972,scene01
JE-TMA-41_scene01_cell00824,4062.4776119402986,1564.7014925373135,scene01
JE-TMA-41_scene01_cell00825,4184.266568483064,1575.2857142857142,scene01
JE-TMA-41_scene01_cell00826,4217.25,1563.8584905660375,scene01
JE-TMA-41_scene01_cell00827,4274.160220994475,1563.4972375690606,scene01
JE-TMA-41_scene01_cell00828,4523.206030150754,1566.643216080402,scene01
JE-TMA-41_scene01_cell00829,4250.734317343174,1563.6088560885612,scene01
JE-TMA-41_scene01_cell00830,3699.8430232558144,1563.4127906976746,scene01
JE-TMA-41_scene01_cell00831,3764.3423180592986,1569.8625336927225,scene01
JE-TMA-41_scene01_cell00832,3832.2696629213483,1565.8932584269662,scene01
JE-TMA-41_scene01_cell00833,4720.294303797468,1573.9240506329113,scene01
JE-TMA-41_scene01_cell00834,3569.8102564102564,1567.8615384615384,scene01
JE-TMA-41_scene01_cell00835,3684.482,1578.4779999999998,scene01
JE-TMA-41_scene01_cell00836,4568.130434782609,1576.4514066496165,scene01
JE-TMA-41_scene01_cell00837,3700.410774410775,1572.077441077441,scene01
JE-TMA-41_scene01_cell00838,3746.79802955665,1574.3029556650247,scene01
JE-TMA-41_scene01_cell00839,3616.4927113702624,1571.0553935860055,scene01
JE-TMA-41_scene01_cell00840,3875.784810126582,1569.7341772151901,scene01
JE-TMA-41_scene01_cell00841,3977.2687165775396,1589.1804812834225,scene01
JE-TMA-41_scene01_cell00842,3819.308333333333,1575.6625,scene01
JE-TMA-41_scene01_cell00843,3906.114457831325,1574.6044176706828,scene01
JE-TMA-41_scene01_cell00844,4095.09900990099,1573.6633663366335,scene01
JE-TMA-41_scene01_cell00845,4231.033921302578,1580.5318860244233,scene01
JE-TMA-41_scene01_cell00846,3667.2795698924733,1577.4903225806452,scene01
JE-TMA-41_scene01_cell00847,4056.855,1575.865,scene01
JE-TMA-41_scene01_cell00848,4332.096296296297,1577.2740740740744,scene01
JE-TMA-41_scene01_cell00849,4601.383647798743,1575.0880503144656,scene01
JE-TMA-41_scene01_cell00850,3958.593261131167,1589.4175691937423,scene01
JE-TMA-41_scene01_cell00851,4202.217021276596,1578.5234042553188,scene01
JE-TMA-41_scene01_cell00852,3840.745098039216,1594.1031991744067,scene01
JE-TMA-41_scene01_cell00853,4083.5661375661375,1578.857142857143,scene01
JE-TMA-41_scene01_cell00854,3859.99268738574,1587.926873857404,scene01
JE-TMA-41_scene01_cell00855,4154.837545126354,1583.9133574007221,scene01
JE-TMA-41_scene01_cell00856,4049.6809815950924,1584.5950920245398,scene01
JE-TMA-41_scene01_cell00857,3730.529082774049,1595.6957494407159,scene01
JE-TMA-41_scene01_cell00858,4303.108986615679,1590.615678776291,scene01
JE-TMA-41_scene01_cell00859,4445.454887218045,1584.1616541353385,scene01
JE-TMA-41_scene01_cell00860,4533.367032967033,1589.9472527472528,scene01
JE-TMA-41_scene01_cell00861,4367.327510917031,1587.956331877729,scene01
JE-TMA-41_scene01_cell00862,4030.8977777777777,1594.7155555555555,scene01
JE-TMA-41_scene01_cell00863,4770.909871244635,1586.5751072961375,scene01
JE-TMA-41_scene01_cell00864,3816.3758389261743,1596.562416107383,scene01
JE-TMA-41_scene01_cell00865,3915.882653061225,1596.732142857143,scene01
JE-TMA-41_scene01_cell00866,4440.350535540409,1600.3690360272642,scene01
JE-TMA-41_scene01_cell00867,4756.140969162996,1588.0176211453745,scene01
JE-TMA-41_scene01_cell00868,4895.535262206148,1594.7088607594935,scene01
JE-TMA-41_scene01_cell00869,4169.3743409490335,1598.994727592267,scene01
JE-TMA-41_scene01_cell00870,4740.12972972973,1597.5135135135135,scene01
JE-TMA-41_scene01_cell00871,4112.549975136748,1611.8970661362507,scene01
JE-TMA-41_scene01_cell00872,4561.44718309859,1593.75,scene01
JE-TMA-41_scene01_cell00873,3793.052884615385,1592.1298076923074,scene01
JE-TMA-41_scene01_cell00874,4807.099255583126,1594.8908188585608,scene01
JE-TMA-41_scene01_cell00875,3609.160220994475,1590.7348066298346,scene01
JE-TMA-41_scene01_cell00876,4073.9322766570613,1600.7175792507205,scene01
JE-TMA-41_scene01_cell00877,3664.615931721195,1599.027027027027,scene01
JE-TMA-41_scene01_cell00878,4258.549356223176,1600.4206008583692,scene01
JE-TMA-41_scene01_cell00879,3902.200704225352,1597.612676056338,scene01
JE-TMA-41_scene01_cell00880,4867.581314878893,1602.8442906574396,scene01
JE-TMA-41_scene01_cell00881,3759.449494949495,1596.9292929292926,scene01
JE-TMA-41_scene01_cell00882,4635.950437317784,1596.6239067055396,scene01
JE-TMA-41_scene01_cell00883,4197.827586206897,1598.3645320197045,scene01
JE-TMA-41_scene01_cell00884,4675.604395604396,1601.1721611721612,scene01
JE-TMA-41_scene01_cell00885,4944.341772151899,1595.4493670886075,scene01
JE-TMA-41_scene01_cell00886,4052.577075098814,1599.4347826086953,scene01
JE-TMA-41_scene01_cell00887,4350.326984126984,1603.484126984127,scene01
JE-TMA-41_scene01_cell00888,4484.0411311053995,1600.4550128534704,scene01
JE-TMA-41_scene01_cell00889,4318.1465172137705,1622.9303442754206,scene01
JE-TMA-41_scene01_cell00890,3698.687306501548,1601.733746130031,scene01
JE-TMA-41_scene01_cell00891,3938.6679245283012,1600.9320754716982,scene01
JE-TMA-41_scene01_cell00892,3621.6704260651622,1615.4135338345866,scene01
JE-TMA-41_scene01_cell00893,4519.122373300371,1617.3906056860321,scene01
JE-TMA-41_scene01_cell00894,4043.4078431372554,1605.0509803921566,scene01
JE-TMA-41_scene01_cell00895,4920.353817504655,1610.4357541899442,scene01
JE-TMA-41_scene01_cell00896,4691.931707317072,1612.0268292682929,scene01
JE-TMA-41_scene01_cell00897,3894.236842105263,1609.6480263157896,scene01
JE-TMA-41_scene01_cell00898,4012.43109540636,1608.2650176678446,scene01
JE-TMA-41_scene01_cell00899,4599.34100135318,1621.316644113667,scene01
JE-TMA-41_scene01_cell00900,4137.70066518847,1640.5011086474499,scene01
JE-TMA-41_scene01_cell00901,4720.316753926702,1615.4528795811518,scene01
JE-TMA-41_scene01_cell00902,4782.055785123967,1612.4214876033059,scene01
JE-TMA-41_scene01_cell00903,3792.229299363057,1607.5541401273886,scene01
JE-TMA-41_scene01_cell00904,3755.424151696607,1621.5349301397205,scene01
JE-TMA-41_scene01_cell00905,3987.5508130081294,1612.6646341463415,scene01
JE-TMA-41_scene01_cell00906,4402.5310344827585,1617.0703448275863,scene01
JE-TMA-41_scene01_cell00907,4884.8573551263,1625.6567607726597,scene01
JE-TMA-41_scene01_cell00908,3662.737442922375,1627.046803652968,scene01
JE-TMA-41_scene01_cell00909,3679.160220994475,1616.8314917127072,scene01
JE-TMA-41_scene01_cell00910,3807.184210526316,1610.697368421053,scene01
JE-TMA-41_scene01_cell00911,4624.394029850746,1612.979104477612,scene01
JE-TMA-41_scene01_cell00912,4270.508333333333,1609.466666666667,scene01
JE-TMA-41_scene01_cell00913,4644.521739130435,1619.3008695652177,scene01
JE-TMA-41_scene01_cell00914,3952.050574712644,1623.7149425287353,scene01
JE-TMA-41_scene01_cell00915,4146.380510440837,1621.0649651972158,scene01
JE-TMA-41_scene01_cell00916,4193.104229607251,1621.6389728096674,scene01
JE-TMA-41_scene01_cell00917,4361.722109533469,1621.3509127789043,scene01
JE-TMA-41_scene01_cell00918,3860.0306643952295,1619.0102214650767,scene01
JE-TMA-41_scene01_cell00919,4966.502912621359,1622.9766990291264,scene01
JE-TMA-41_scene01_cell00920,3931.178006329114,1631.7666139240505,scene01
JE-TMA-41_scene01_cell00921,4016.2996811902226,1628.8522848034006,scene01
JE-TMA-41_scene01_cell00922,4044.026779422128,1636.602536997886,scene01
JE-TMA-41_scene01_cell00923,4165.477801268499,1619.9471458773785,scene01
JE-TMA-41_scene01_cell00924,3700.059829059829,1614.3247863247864,scene01
JE-TMA-41_scene01_cell00925,3963.058252427185,1617.2135922330096,scene01
JE-TMA-41_scene01_cell00926,4463.962790697675,1623.5069767441862,scene01
JE-TMA-41_scene01_cell00927,4850.633333333333,1616.75,scene01
JE-TMA-41_scene01_cell00928,3892.7651715039583,1626.6437994722955,scene01
JE-TMA-41_scene01_cell00929,4955.776470588236,1623.2,scene01
JE-TMA-41_scene01_cell00930,3642.55316091954,1632.7758620689654,scene01
JE-TMA-41_scene01_cell00931,4063.88,1622.6447058823528,scene01
JE-TMA-41_scene01_cell00932,3690.9433962264147,1620.6603773584907,scene01
JE-TMA-41_scene01_cell00933,3793.1966292134834,1622.0393258426966,scene01
JE-TMA-41_scene01_cell00934,3603.311224489796,1622.1836734693875,scene01
JE-TMA-41_scene01_cell00935,3986.948417350528,1636.8898007033993,scene01
JE-TMA-41_scene01_cell00936,4229.422680412371,1622.3917525773197,scene01
JE-TMA-41_scene01_cell00937,4377.242026266416,1627.549718574109,scene01
JE-TMA-41_scene01_cell00938,3779.776951672863,1626.3011152416354,scene01
JE-TMA-41_scene01_cell00939,4200.819444444444,1631.3425925925924,scene01
JE-TMA-41_scene01_cell00940,4215.332828474063,1657.469140477092,scene01
JE-TMA-41_scene01_cell00941,4785.8848484848495,1629.5787878787878,scene01
JE-TMA-41_scene01_cell00942,4437.221428571429,1630.5392857142858,scene01
JE-TMA-41_scene01_cell00943,4552.257046223224,1638.2908680947012,scene01
JE-TMA-41_scene01_cell00944,4580.350649350648,1626.594155844156,scene01
JE-TMA-41_scene01_cell00945,4690.101718213058,1638.0405498281787,scene01
JE-TMA-41_scene01_cell00946,4500.6623728813565,1644.9294915254238,scene01
JE-TMA-41_scene01_cell00947,4268.2636363636375,1633.6772727272726,scene01
JE-TMA-41_scene01_cell00948,4734.28493150685,1630.4246575342465,scene01
JE-TMA-41_scene01_cell00949,3727.7396569122093,1644.9334006054492,scene01
JE-TMA-41_scene01_cell00950,4667.944186046511,1647.9011627906975,scene01
JE-TMA-41_scene01_cell00951,3694.731800766283,1648.2822477650063,scene01
JE-TMA-41_scene01_cell00952,4081.7164556962025,1637.1240506329113,scene01
JE-TMA-41_scene01_cell00953,4249.443686006826,1635.754266211604,scene01
JE-TMA-41_scene01_cell00954,4930.011527377522,1634.8645533141212,scene01
JE-TMA-41_scene01_cell00955,4753.81,1636.595,scene01
JE-TMA-41_scene01_cell00956,4171.4,1644.592,scene01
JE-TMA-41_scene01_cell00957,4287.460396039603,1636.960396039604,scene01
JE-TMA-41_scene01_cell00958,4845.215106732348,1647.5467980295566,scene01
JE-TMA-41_scene01_cell00959,4945.917695473251,1642.4444444444446,scene01
JE-TMA-41_scene01_cell00960,4995.330827067669,1642.655388471178,scene01
JE-TMA-41_scene01_cell00961,3855.244260789716,1650.0560146923785,scene01
JE-TMA-41_scene01_cell00962,4106.715990453461,1642.8329355608594,scene01
JE-TMA-41_scene01_cell00963,4521.094786729858,1640.0616113744074,scene01
JE-TMA-41_scene01_cell00964,4293.3479674796745,1651.188617886179,scene01
JE-TMA-41_scene01_cell00965,4460.816143497758,1642.8968609865472,scene01
JE-TMA-41_scene01_cell00966,3749.032710280374,1642.0654205607473,scene01
JE-TMA-41_scene01_cell00967,3817.4347048300538,1649.5885509838995,scene01
JE-TMA-41_scene01_cell00968,4180.779411764705,1649.416666666667,scene01
JE-TMA-41_scene01_cell00969,4728.731428571428,1646.6114285714286,scene01
JE-TMA-41_scene01_cell00970,4895.302985074627,1658.8477611940298,scene01
JE-TMA-41_scene01_cell00971,4063.945255474453,1648.5656934306571,scene01
JE-TMA-41_scene01_cell00972,4386.83870967742,1654.8319185059424,scene01
JE-TMA-41_scene01_cell00973,4956.454285714286,1667.722448979592,scene01
JE-TMA-41_scene01_cell00974,3963.805653710248,1666.4204946996465,scene01
JE-TMA-41_scene01_cell00975,4646.183628318584,1654.1659292035401,scene01
JE-TMA-41_scene01_cell00976,3654.146341463415,1651.9298780487804,scene01
JE-TMA-41_scene01_cell00977,3679.710306406685,1654.2646239554315,scene01
JE-TMA-41_scene01_cell00978,3928.954864593781,1665.5707121364094,scene01
JE-TMA-41_scene01_cell00979,4005.301204819277,1655.9819277108436,scene01
JE-TMA-41_scene01_cell00980,4811.23991507431,1658.3736730360934,scene01
JE-TMA-41_scene01_cell00981,4357.432055749129,1673.0650406504064,scene01
JE-TMA-41_scene01_cell00982,4017.622950819672,1655.72131147541,scene01
JE-TMA-41_scene01_cell00983,4083.171232876712,1652.6917808219175,scene01
JE-TMA-41_scene01_cell00984,4102.2140077821,1656.225680933852,scene01
JE-TMA-41_scene01_cell00985,4186.046296296297,1655.5185185185185,scene01
JE-TMA-41_scene01_cell00986,4589.469696969697,1662.5530303030305,scene01
JE-TMA-41_scene01_cell00987,4742.896057347671,1655.956989247312,scene01
JE-TMA-41_scene01_cell00988,3977.10970464135,1660.029535864979,scene01
JE-TMA-41_scene01_cell00989,4320.069191551347,1672.244719592134,scene01
JE-TMA-41_scene01_cell00990,4070.6451612903215,1661.1532258064515,scene01
JE-TMA-41_scene01_cell00991,4158.867424242424,1659.0795454545455,scene01
JE-TMA-41_scene01_cell00992,4416.644646924829,1665.0250569476084,scene01
JE-TMA-41_scene01_cell00993,4997.212240868706,1674.0582428430405,scene01
JE-TMA-41_scene01_cell00994,4046.440178571429,1674.0080357142858,scene01
JE-TMA-41_scene01_cell00995,4088.7227722772277,1664.5016501650164,scene01
JE-TMA-41_scene01_cell00996,3988.693379790941,1663.857142857143,scene01
JE-TMA-41_scene01_cell00997,4245.376923076923,1661.4076923076925,scene01
JE-TMA-41_scene01_cell00998,4280.4394618834085,1669.3632286995514,scene01
JE-TMA-41_scene01_cell00999,3708.299159663865,1668.5865546218488,scene01
JE-TMA-41_scene01_cell01000,3879.5590551181103,1671.303149606299,scene01
JE-TMA-41_scene01_cell01001,4703.027413587603,1673.7508939213349,scene01
JE-TMA-41_scene01_cell01002,4253.005076142132,1667.7918781725891,scene01
JE-TMA-41_scene01_cell01003,4473.818181818182,1670.7136363636364,scene01
JE-TMA-41_scene01_cell01004,3814.7775800711743,1673.4128113879003,scene01
JE-TMA-41_scene01_cell01005,4154.845588235295,1667.6691176470588,scene01
JE-TMA-41_scene01_cell01006,4258.185393258427,1684.6811797752812,scene01
JE-TMA-41_scene01_cell01007,4759.759795570699,1679.5332197614994,scene01
JE-TMA-41_scene01_cell01008,3851.922413793103,1669.0287356321842,scene01
JE-TMA-41_scene01_cell01009,3901.652466367713,1669.7219730941706,scene01
JE-TMA-41_scene01_cell01010,4569.823741007194,1666.6079136690646,scene01
JE-TMA-41_scene01_cell01011,4023.9230769230767,1664.9807692307693,scene01
JE-TMA-41_scene01_cell01012,4118.517241379311,1667.1724137931037,scene01
JE-TMA-41_scene01_cell01013,4676.241245136187,1672.976653696498,scene01
JE-TMA-41_scene01_cell01014,3773.9395296752523,1681.4804031354984,scene01
JE-TMA-41_scene01_cell01015,4001.363360323887,1679.4838056680164,scene01
JE-TMA-41_scene01_cell01016,4496.534954407295,1687.9027355623098,scene01
JE-TMA-41_scene01_cell01017,3863.409929078014,1690.9829787234046,scene01
JE-TMA-41_scene01_cell01018,4084.3422263109474,1684.824287028519,scene01
JE-TMA-41_scene01_cell01019,4177.515114873036,1695.5392986698914,scene01
JE-TMA-41_scene01_cell01020,4649.14406779661,1677.1398305084747,scene01
JE-TMA-41_scene01_cell01021,4830.177304964539,1684.3617021276596,scene01
JE-TMA-41_scene01_cell01022,5031.526073619632,1689.0598159509202,scene01
JE-TMA-41_scene01_cell01023,3948.977564102564,1681.0288461538462,scene01
JE-TMA-41_scene01_cell01024,4402.903225806452,1677.9354838709678,scene01
JE-TMA-41_scene01_cell01025,4436.2798507462685,1680.2238805970148,scene01
