,0,1,2,3,4
R1_pH3.CK14.CD44.CK5_44294-118_2017_10_26__4666.czi,20.0,60.0,15.0,80.0,400.0
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44294-118_2017_12_01__5468.czi,4.0,90.0,50.0,100.0,900.0
