,0,1,2,3,4
R1_Vim.CK7.PD1.LaminAC_44290-115_2017_10_26__4667-1.czi,20.0,60.0,15.0,250.0,250.0
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44290-115_2017_12_01__5465.czi,4.0,90.0,30.0,60.0,1500.0
