,0,1,2,3,4
R4_Vim.CK7.PD1.LaminAC_44294-116_2017_10_30__4784.czi,5.0,30.0,5.0,300.0,300.0
R5_aSMA.CD68.Ki67.Ecad_44294-116_2017_10_31__4840.czi,5.0,10.0,50.0,50.0,1000.0
R3_pH3.CK14.CD44.CK5_44294-116_2017_10_27__4724.czi,15.0,20.0,2.5,20.0,100.0
R6_LaminB1.Ecad.CD44.LaminAC+CD45_44294-116_2017_12_01__5462.czi,4.0,90.0,50.0,100.0,1500.0
R2_PCNA.Her2.ER.CD45_44294-116_2017_10_26__4662.czi,10.0,80.0,15.0,150.0,750.0
R1_CD20.CD8.CD4.CK19_44294-116_2017_10_25__4618.czi,30.0,80.0,60.0,150.0,300.0
