,0,1,2,3,4
R1_Vim.CK7.PD1.LaminAC_44294-119_2017_10_26__4668.czi,15.0,60.0,10.0,250.0,250.0
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44294-119_2017_12_01__5469.czi,4.0,90.0,40.0,100.0,1500.0
