,0,1,2,3,4
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44290-116_2017_12_01__5466.czi,4.0,90.0,30.0,60.0,600.0
R1_aSMA.CD68.Ki67.Ecad_44290-116_2017_10_26__4669.czi,15.0,20.0,40.0,40.0,750.0
