,0,1,2,3,4
R1_aSMA.CD68.Ki67.Ecad_44294-120_2017_10_26__4670.czi,10.0,15.0,40.0,40.0,750.0
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44294-120_2017_12_01__5470.czi,4.0,90.0,50.0,100.0,800.0
