,0,1,2,3,4
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44294-117_2017_12_01__5467.czi,4.0,90.0,30.0,85.0,700.0
R1_PCNA.Her2.ER.CD45_44294-117_2017_10_25__4616.czi,20.0,60.0,15.0,200.0,600.0
