,0,1,2,3,4
R6_LaminB1.Ecad.CD44.LaminAC+CD45_44290-112_2017_12_01__5461.czi,4.0,90.0,30.0,60.0,1500.0
R4_Vim.CK7.PD1.LaminAC_44290-112_2017_10_30__4783.czi,10.0,30.0,5.0,300.0,300.0
R2_PCNA.Her2.ER.CD45_44290-112_2017_10_26__4661.czi,20.0,80.0,15.0,150.0,750.0
R5_aSMA.CD68.Ki67.Ecad_44290-112_2017_10_31__4839.czi,8.0,30.0,50.0,50.0,1000.0
R3_pH3.CK14.CD44.CK5_44290-112_2017_10_27__4723.czi,20.0,20.0,10.0,20.0,500.0
R1_CD20.CD8.CD4.CK19_44290-112_2017_10_25__4612.czi,60.0,100.0,60.0,150.0,750.0
