,0,1,2,3,4
R5_LaminB1.Ecad.CD44.LaminAC+CD45_44290-113_2017_12_01__5463.czi,4.0,90.0,30.0,60.0,1500.0
R1_PCNA.Her2.ER.CD45_44290-113_2017_10_25__4615.czi,40.0,60.0,15.0,200.0,600.0
