,0,1,2,3,4
R3_CK7.CoxIV.LaminB1.Ecad_4165NPanc-73_2018_09_10__13_53__0461.czi,8.0,12.0,35.0,120.0,160.0
R4_CK7.CoxIV.LaminB1.Ecad_4165NPanc-73_2018_09_14__14_26__0523.czi,10.0,12.0,35.0,120.0,160.0
R5_CK7.CoxIV.LaminB1.Ecad_4165NPanc-73_2018_09_17__13_34__0534.czi,7.0,12.0,35.0,120.0,160.0
R2_CK7.CoxIV.LaminB1.Ecad_4165NPanc-73_2018_09_07__14_28__0451.czi,10.0,12.0,35.0,120.0,160.0
R6_CK7.CoxIV.LaminB1.Ecad_4165NPanc-73_2018_09_18__17_52__0544.czi,7.0,12.0,35.0,120.0,160.0
R1_CK7.CoxIV.LaminB1.Ecad_4165NPanc-73_2018_09_06__12_19__0434.czi,10.0,12.0,35.0,120.0,160.0
