,0,1,2,3,4
R6_blank.blank.blank.blank_4165NPanc-78_2018_09_19__09_20__0553.czi,7.0,12.0,35.0,120.0,160.0
R1_blank.blank.blank.blank_4165NPanc-78_2018_09_06__10_54__0431.czi,10.0,12.0,35.0,120.0,160.0
R2_blank.blank.blank.blank_4165NPanc-78_2018_09_07__14_29__0455.czi,10.0,12.0,35.0,120.0,160.0
R4_blank.blank.blank.blank_4165NPanc-78_2018_09_14__14_26__0528.czi,10.0,12.0,35.0,120.0,160.0
R3_blank.blank.blank.blank_4165NPanc-78_2018_09_10__13_53__0466.czi,8.0,12.0,35.0,120.0,160.0
R5_blank.blank.blank.blank_4165NPanc-78_2018_09_17__13_37__0539.czi,7.0,12.0,35.0,120.0,160.0
