,0,1,2,3,4
R1_blank.blank.blank.blank_4165NPanc-74_2018_09_06__12_19__0435.czi,10.0,12.0,35.0,120.0,160.0
R2_blank.blank.blank.blank_4165NPanc-74_2018_09_07__14_28__0450.czi,10.0,12.0,35.0,120.0,160.0
R4_blank.blank.blank.blank_4165NPanc-74_2018_09_14__14_26__0524.czi,10.0,12.0,35.0,120.0,160.0
R5_blank.blank.blank.blank_4165NPanc-74_2018_09_17__13_36__0535.czi,7.0,12.0,35.0,120.0,160.0
R3_blank.blank.blank.blank_4165NPanc-74_2018_09_10__13_53__0462.czi,8.0,12.0,35.0,120.0,160.0
R6_blank.blank.blank.blank_4165NPanc-74_2018_09_18__17_52__0545.czi,7.0,12.0,35.0,120.0,160.0
