,0,1,2,3,4
R1_CK7.CoxIV.LaminB1.Ecad_4165NPanc-77_2018_09_06__10_54__0430.czi,10.0,12.0,35.0,120.0,160.0
R5_CK7.CoxIV.LaminB1.Ecad_4165NPanc-77_2018_09_17__13_37__0538.czi,7.0,12.0,35.0,120.0,160.0
R2_CK7.CoxIV.LaminB1.Ecad_4165NPanc-77_2018_09_07__14_29__0454.czi,10.0,12.0,35.0,120.0,160.0
R3_CK7.CoxIV.LaminB1.Ecad_4165NPanc-77_2018_09_10__13_53__0465.czi,8.0,12.0,35.0,120.0,160.0
R6_CK7.CoxIV.LaminB1.Ecad_4165NPanc-77_2018_09_18__17_56__0551.czi,7.0,12.0,35.0,120.0,160.0
R4_CK7.CoxIV.LaminB1.Ecad_4165NPanc-77_2018_09_14__14_26__0527.czi,10.0,12.0,35.0,120.0,160.0
