,rounds,color,imagetype,scene,marker
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-08_c2_ORG.tif,R12Q,c2,ORG,HER2B-K175-Scene-08,R12Qc2
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-08_c3_ORG.tif,R12Q,c3,ORG,HER2B-K175-Scene-08,R12Qc3
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-08_c4_ORG.tif,R12Q,c4,ORG,HER2B-K175-Scene-08,R12Qc4
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-08_c5_ORG.tif,R12Q,c5,ORG,HER2B-K175-Scene-08,R12Qc5
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-02_c1_ORG.tif,R2,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-02_c2_ORG.tif,R2,c2,ORG,HER2B-K175-Scene-02,PCNA
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-02_c3_ORG.tif,R2,c3,ORG,HER2B-K175-Scene-02,HER2
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-02_c4_ORG.tif,R2,c4,ORG,HER2B-K175-Scene-02,ER
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-02_c5_ORG.tif,R2,c5,ORG,HER2B-K175-Scene-02,Ecad
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-06_c1_ORG.tif,R2,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-06_c2_ORG.tif,R2,c2,ORG,HER2B-K175-Scene-06,PCNA
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-06_c3_ORG.tif,R2,c3,ORG,HER2B-K175-Scene-06,HER2
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-06_c4_ORG.tif,R2,c4,ORG,HER2B-K175-Scene-06,ER
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-06_c5_ORG.tif,R2,c5,ORG,HER2B-K175-Scene-06,Ecad
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-08_c1_ORG.tif,R2,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-08_c2_ORG.tif,R2,c2,ORG,HER2B-K175-Scene-08,PCNA
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-08_c3_ORG.tif,R2,c3,ORG,HER2B-K175-Scene-08,HER2
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-08_c4_ORG.tif,R2,c4,ORG,HER2B-K175-Scene-08,ER
Registered-R2_PCNA.HER2.ER.Ecad_HER2B-K175-Scene-08_c5_ORG.tif,R2,c5,ORG,HER2B-K175-Scene-08,Ecad
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-02_c1_ORG.tif,R3,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-02_c2_ORG.tif,R3,c2,ORG,HER2B-K175-Scene-02,aSMA
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-02_c3_ORG.tif,R3,c3,ORG,HER2B-K175-Scene-02,AR
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-02_c4_ORG.tif,R3,c4,ORG,HER2B-K175-Scene-02,pAKT
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-02_c5_ORG.tif,R3,c5,ORG,HER2B-K175-Scene-02,CD44
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-06_c1_ORG.tif,R3,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-06_c2_ORG.tif,R3,c2,ORG,HER2B-K175-Scene-06,aSMA
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-06_c3_ORG.tif,R3,c3,ORG,HER2B-K175-Scene-06,AR
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-06_c4_ORG.tif,R3,c4,ORG,HER2B-K175-Scene-06,pAKT
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-06_c5_ORG.tif,R3,c5,ORG,HER2B-K175-Scene-06,CD44
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-08_c1_ORG.tif,R3,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-08_c2_ORG.tif,R3,c2,ORG,HER2B-K175-Scene-08,aSMA
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-08_c3_ORG.tif,R3,c3,ORG,HER2B-K175-Scene-08,AR
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-08_c4_ORG.tif,R3,c4,ORG,HER2B-K175-Scene-08,pAKT
Registered-R3_aSMA.AR.pAKT.CD44_HER2B-K175-Scene-08_c5_ORG.tif,R3,c5,ORG,HER2B-K175-Scene-08,CD44
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-02_c1_ORG.tif,R4,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-02_c2_ORG.tif,R4,c2,ORG,HER2B-K175-Scene-02,CK5
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-02_c3_ORG.tif,R4,c3,ORG,HER2B-K175-Scene-02,EGFR
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-02_c4_ORG.tif,R4,c4,ORG,HER2B-K175-Scene-02,pRB
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-02_c5_ORG.tif,R4,c5,ORG,HER2B-K175-Scene-02,LamAC
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-06_c1_ORG.tif,R4,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-06_c2_ORG.tif,R4,c2,ORG,HER2B-K175-Scene-06,CK5
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-06_c3_ORG.tif,R4,c3,ORG,HER2B-K175-Scene-06,EGFR
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-06_c4_ORG.tif,R4,c4,ORG,HER2B-K175-Scene-06,pRB
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-06_c5_ORG.tif,R4,c5,ORG,HER2B-K175-Scene-06,LamAC
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-08_c1_ORG.tif,R4,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-08_c2_ORG.tif,R4,c2,ORG,HER2B-K175-Scene-08,CK5
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-08_c3_ORG.tif,R4,c3,ORG,HER2B-K175-Scene-08,EGFR
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-08_c4_ORG.tif,R4,c4,ORG,HER2B-K175-Scene-08,pRB
Registered-R4_CK5.EGFR.pRB.LamAC_HER2B-K175-Scene-08_c5_ORG.tif,R4,c5,ORG,HER2B-K175-Scene-08,LamAC
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-02_c1_ORG.tif,R5,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-02_c2_ORG.tif,R5,c2,ORG,HER2B-K175-Scene-02,pHH3
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-02_c3_ORG.tif,R5,c3,ORG,HER2B-K175-Scene-02,PDPN
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-02_c4_ORG.tif,R5,c4,ORG,HER2B-K175-Scene-02,pERK
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-02_c5_ORG.tif,R5,c5,ORG,HER2B-K175-Scene-02,FoxP3
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-06_c1_ORG.tif,R5,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-06_c2_ORG.tif,R5,c2,ORG,HER2B-K175-Scene-06,pHH3
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-06_c3_ORG.tif,R5,c3,ORG,HER2B-K175-Scene-06,PDPN
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-06_c4_ORG.tif,R5,c4,ORG,HER2B-K175-Scene-06,pERK
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-06_c5_ORG.tif,R5,c5,ORG,HER2B-K175-Scene-06,FoxP3
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-08_c1_ORG.tif,R5,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-08_c2_ORG.tif,R5,c2,ORG,HER2B-K175-Scene-08,pHH3
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-08_c3_ORG.tif,R5,c3,ORG,HER2B-K175-Scene-08,PDPN
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-08_c4_ORG.tif,R5,c4,ORG,HER2B-K175-Scene-08,pERK
Registered-R5_pHH3.PDPN.pERK.FoxP3_HER2B-K175-Scene-08_c5_ORG.tif,R5,c5,ORG,HER2B-K175-Scene-08,FoxP3
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-02_c1_ORG.tif,R5Q,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-02_c2_ORG.tif,R5Q,c2,ORG,HER2B-K175-Scene-02,R5Qc2
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-02_c3_ORG.tif,R5Q,c3,ORG,HER2B-K175-Scene-02,R5Qc3
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-02_c4_ORG.tif,R5Q,c4,ORG,HER2B-K175-Scene-02,R5Qc4
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-02_c5_ORG.tif,R5Q,c5,ORG,HER2B-K175-Scene-02,R5Qc5
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-06_c1_ORG.tif,R5Q,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-06_c2_ORG.tif,R5Q,c2,ORG,HER2B-K175-Scene-06,R5Qc2
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-06_c3_ORG.tif,R5Q,c3,ORG,HER2B-K175-Scene-06,R5Qc3
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-06_c4_ORG.tif,R5Q,c4,ORG,HER2B-K175-Scene-06,R5Qc4
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-06_c5_ORG.tif,R5Q,c5,ORG,HER2B-K175-Scene-06,R5Qc5
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-08_c1_ORG.tif,R5Q,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-08_c2_ORG.tif,R5Q,c2,ORG,HER2B-K175-Scene-08,R5Qc2
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-08_c3_ORG.tif,R5Q,c3,ORG,HER2B-K175-Scene-08,R5Qc3
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-08_c4_ORG.tif,R5Q,c4,ORG,HER2B-K175-Scene-08,R5Qc4
Registered-R5Q_R5Qc2.R5Qc3.R5Qc4.R5Qc5_HER2B-K175-Scene-08_c5_ORG.tif,R5Q,c5,ORG,HER2B-K175-Scene-08,R5Qc5
Registered-R6_CK7.CD68.PD1.CD45_HER2B-K175-Scene-02_c1_ORG.tif,R6,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R6_CK7.CD68.PD1.CD45_HER2B-K175-Scene-02_c2_ORG.tif,R6,c2,ORG,HER2B-K175-Scene-02,CK7
Registered-R6_CK7.CD68.PD1.CD45_HER2B-K175-Scene-02_c3_ORG.tif,R6,c3,ORG,HER2B-K175-Scene-02,CD68
Registered-R6_CK7.CD68.PD1.CD45_HER2B-K175-Scene-02_c4_ORG.tif,R6,c4,ORG,HER2B-K175-Scene-02,PD1
Registered-R6_CK7.CD68.PD1.CD45_HER2B-K175-Scene-02_c5_ORG.tif,R6,c5,ORG,HER2B-K175-Scene-02,CD45
Registered-R6_CK7.CD68.PD1.CD45_HER2B-K175-Scene-06_c1_ORG.tif,R6,c1,ORG,HER2B-K175-Scene-06,DAPI
