,rounds,color,imagetype,scene,marker
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-02_c1_ORG.tif,R0,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-02_c2_ORG.tif,R0,c2,ORG,HER2B-K175-Scene-02,R0c2
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-02_c3_ORG.tif,R0,c3,ORG,HER2B-K175-Scene-02,R0c3
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-02_c4_ORG.tif,R0,c4,ORG,HER2B-K175-Scene-02,R0c4
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-02_c5_ORG.tif,R0,c5,ORG,HER2B-K175-Scene-02,R0c5
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-06_c1_ORG.tif,R0,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-06_c2_ORG.tif,R0,c2,ORG,HER2B-K175-Scene-06,R0c2
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-06_c3_ORG.tif,R0,c3,ORG,HER2B-K175-Scene-06,R0c3
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-06_c4_ORG.tif,R0,c4,ORG,HER2B-K175-Scene-06,R0c4
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-06_c5_ORG.tif,R0,c5,ORG,HER2B-K175-Scene-06,R0c5
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-08_c1_ORG.tif,R0,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-08_c2_ORG.tif,R0,c2,ORG,HER2B-K175-Scene-08,R0c2
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-08_c3_ORG.tif,R0,c3,ORG,HER2B-K175-Scene-08,R0c3
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-08_c4_ORG.tif,R0,c4,ORG,HER2B-K175-Scene-08,R0c4
Registered-R0_R0c2.R0c3.R0c4.R0c5_HER2B-K175-Scene-08_c5_ORG.tif,R0,c5,ORG,HER2B-K175-Scene-08,R0c5
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-02_c1_ORG.tif,R1,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-02_c2_ORG.tif,R1,c2,ORG,HER2B-K175-Scene-02,panCK
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-02_c3_ORG.tif,R1,c3,ORG,HER2B-K175-Scene-02,CK14
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-02_c4_ORG.tif,R1,c4,ORG,HER2B-K175-Scene-02,Ki67
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-02_c5_ORG.tif,R1,c5,ORG,HER2B-K175-Scene-02,CK19
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-06_c1_ORG.tif,R1,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-06_c2_ORG.tif,R1,c2,ORG,HER2B-K175-Scene-06,panCK
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-06_c3_ORG.tif,R1,c3,ORG,HER2B-K175-Scene-06,CK14
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-06_c4_ORG.tif,R1,c4,ORG,HER2B-K175-Scene-06,Ki67
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-06_c5_ORG.tif,R1,c5,ORG,HER2B-K175-Scene-06,CK19
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-08_c1_ORG.tif,R1,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-08_c2_ORG.tif,R1,c2,ORG,HER2B-K175-Scene-08,panCK
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-08_c3_ORG.tif,R1,c3,ORG,HER2B-K175-Scene-08,CK14
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-08_c4_ORG.tif,R1,c4,ORG,HER2B-K175-Scene-08,Ki67
Registered-R1_panCK.CK14.Ki67.CK19_HER2B-K175-Scene-08_c5_ORG.tif,R1,c5,ORG,HER2B-K175-Scene-08,CK19
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-02_c1_ORG.tif,R10,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-02_c2_ORG.tif,R10,c2,ORG,HER2B-K175-Scene-02,H3K27
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-02_c3_ORG.tif,R10,c3,ORG,HER2B-K175-Scene-02,pS6RP
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-02_c4_ORG.tif,R10,c4,ORG,HER2B-K175-Scene-02,CD31
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-02_c5_ORG.tif,R10,c5,ORG,HER2B-K175-Scene-02,GRNZB
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-06_c1_ORG.tif,R10,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-06_c2_ORG.tif,R10,c2,ORG,HER2B-K175-Scene-06,H3K27
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-06_c3_ORG.tif,R10,c3,ORG,HER2B-K175-Scene-06,pS6RP
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-06_c4_ORG.tif,R10,c4,ORG,HER2B-K175-Scene-06,CD31
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-06_c5_ORG.tif,R10,c5,ORG,HER2B-K175-Scene-06,GRNZB
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-08_c1_ORG.tif,R10,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-08_c2_ORG.tif,R10,c2,ORG,HER2B-K175-Scene-08,H3K27
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-08_c3_ORG.tif,R10,c3,ORG,HER2B-K175-Scene-08,pS6RP
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-08_c4_ORG.tif,R10,c4,ORG,HER2B-K175-Scene-08,CD31
Registered-R10_H3K27.pS6RP.CD31.GRNZB_HER2B-K175-Scene-08_c5_ORG.tif,R10,c5,ORG,HER2B-K175-Scene-08,GRNZB
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-02_c1_ORG.tif,R11,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-02_c2_ORG.tif,R11,c2,ORG,HER2B-K175-Scene-02,LamB1
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-02_c3_ORG.tif,R11,c3,ORG,HER2B-K175-Scene-02,CoxIV
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-02_c4_ORG.tif,R11,c4,ORG,HER2B-K175-Scene-02,HIF1a
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-02_c5_ORG.tif,R11,c5,ORG,HER2B-K175-Scene-02,CD3
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-06_c1_ORG.tif,R11,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-06_c2_ORG.tif,R11,c2,ORG,HER2B-K175-Scene-06,LamB1
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-06_c3_ORG.tif,R11,c3,ORG,HER2B-K175-Scene-06,CoxIV
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-06_c4_ORG.tif,R11,c4,ORG,HER2B-K175-Scene-06,HIF1a
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-06_c5_ORG.tif,R11,c5,ORG,HER2B-K175-Scene-06,CD3
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-08_c1_ORG.tif,R11,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-08_c2_ORG.tif,R11,c2,ORG,HER2B-K175-Scene-08,LamB1
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-08_c3_ORG.tif,R11,c3,ORG,HER2B-K175-Scene-08,CoxIV
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-08_c4_ORG.tif,R11,c4,ORG,HER2B-K175-Scene-08,HIF1a
Registered-R11_LamB1.CoxIV.HIF1a.CD3_HER2B-K175-Scene-08_c5_ORG.tif,R11,c5,ORG,HER2B-K175-Scene-08,CD3
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-02_c1_ORG.tif,R12,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-02_c2_ORG.tif,R12,c2,ORG,HER2B-K175-Scene-02,Glut1
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-02_c3_ORG.tif,R12,c3,ORG,HER2B-K175-Scene-02,PDGFRa
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-02_c4_ORG.tif,R12,c4,ORG,HER2B-K175-Scene-02,LamB2
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-02_c5_ORG.tif,R12,c5,ORG,HER2B-K175-Scene-02,BMP2
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-06_c1_ORG.tif,R12,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-06_c2_ORG.tif,R12,c2,ORG,HER2B-K175-Scene-06,Glut1
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-06_c3_ORG.tif,R12,c3,ORG,HER2B-K175-Scene-06,PDGFRa
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-06_c4_ORG.tif,R12,c4,ORG,HER2B-K175-Scene-06,LamB2
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-06_c5_ORG.tif,R12,c5,ORG,HER2B-K175-Scene-06,BMP2
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-08_c1_ORG.tif,R12,c1,ORG,HER2B-K175-Scene-08,DAPI
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-08_c2_ORG.tif,R12,c2,ORG,HER2B-K175-Scene-08,Glut1
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-08_c3_ORG.tif,R12,c3,ORG,HER2B-K175-Scene-08,PDGFRa
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-08_c4_ORG.tif,R12,c4,ORG,HER2B-K175-Scene-08,LamB2
Registered-R12_Glut1.PDGFRa.LamB2.BMP2_HER2B-K175-Scene-08_c5_ORG.tif,R12,c5,ORG,HER2B-K175-Scene-08,BMP2
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-02_c1_ORG.tif,R12Q,c1,ORG,HER2B-K175-Scene-02,DAPI
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-02_c2_ORG.tif,R12Q,c2,ORG,HER2B-K175-Scene-02,R12Qc2
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-02_c3_ORG.tif,R12Q,c3,ORG,HER2B-K175-Scene-02,R12Qc3
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-02_c4_ORG.tif,R12Q,c4,ORG,HER2B-K175-Scene-02,R12Qc4
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-02_c5_ORG.tif,R12Q,c5,ORG,HER2B-K175-Scene-02,R12Qc5
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-06_c1_ORG.tif,R12Q,c1,ORG,HER2B-K175-Scene-06,DAPI
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-06_c2_ORG.tif,R12Q,c2,ORG,HER2B-K175-Scene-06,R12Qc2
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-06_c3_ORG.tif,R12Q,c3,ORG,HER2B-K175-Scene-06,R12Qc3
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-06_c4_ORG.tif,R12Q,c4,ORG,HER2B-K175-Scene-06,R12Qc4
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-06_c5_ORG.tif,R12Q,c5,ORG,HER2B-K175-Scene-06,R12Qc5
Registered-R12Q_R12Qc2.R12Qc3.R12Qc4.R12Qc5_HER2B-K175-Scene-08_c1_ORG.tif,R12Q,c1,ORG,HER2B-K175-Scene-08,DAPI
