,rounds,color,imagetype,scene,marker,tissue,exposure,round_int
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-002_c1_ORG.tif,R3,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,10.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-002_c2_ORG.tif,R3,c2,ORG,Her2B-K154-Scene-002,aSMA,Her2B-K154,13.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-002_c3_ORG.tif,R3,c3,ORG,Her2B-K154-Scene-002,CD68,Her2B-K154,90.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-002_c4_ORG.tif,R3,c4,ORG,Her2B-K154-Scene-002,CD4,Her2B-K154,900.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-002_c5_ORG.tif,R3,c5,ORG,Her2B-K154-Scene-002,Ecad,Her2B-K154,150.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-006_c1_ORG.tif,R3,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,10.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-006_c2_ORG.tif,R3,c2,ORG,Her2B-K154-Scene-006,aSMA,Her2B-K154,13.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-006_c3_ORG.tif,R3,c3,ORG,Her2B-K154-Scene-006,CD68,Her2B-K154,90.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-006_c4_ORG.tif,R3,c4,ORG,Her2B-K154-Scene-006,CD4,Her2B-K154,900.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-006_c5_ORG.tif,R3,c5,ORG,Her2B-K154-Scene-006,Ecad,Her2B-K154,150.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-008_c1_ORG.tif,R3,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,10.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-008_c2_ORG.tif,R3,c2,ORG,Her2B-K154-Scene-008,aSMA,Her2B-K154,13.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-008_c3_ORG.tif,R3,c3,ORG,Her2B-K154-Scene-008,CD68,Her2B-K154,90.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-008_c4_ORG.tif,R3,c4,ORG,Her2B-K154-Scene-008,CD4,Her2B-K154,900.0,3.0
Registered-R3_aSMA.CD68.CD4.Ecad_Her2B-K154-Scene-008_c5_ORG.tif,R3,c5,ORG,Her2B-K154-Scene-008,Ecad,Her2B-K154,150.0,3.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-002_c1_ORG.tif,R4,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,10.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-002_c2_ORG.tif,R4,c2,ORG,Her2B-K154-Scene-002,Vim,Her2B-K154,25.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-002_c3_ORG.tif,R4,c3,ORG,Her2B-K154-Scene-002,AR,Her2B-K154,800.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-002_c4_ORG.tif,R4,c4,ORG,Her2B-K154-Scene-002,CD31,Her2B-K154,500.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-002_c5_ORG.tif,R4,c5,ORG,Her2B-K154-Scene-002,CD44,Her2B-K154,500.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-006_c1_ORG.tif,R4,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,10.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-006_c2_ORG.tif,R4,c2,ORG,Her2B-K154-Scene-006,Vim,Her2B-K154,25.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-006_c3_ORG.tif,R4,c3,ORG,Her2B-K154-Scene-006,AR,Her2B-K154,800.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-006_c4_ORG.tif,R4,c4,ORG,Her2B-K154-Scene-006,CD31,Her2B-K154,500.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-006_c5_ORG.tif,R4,c5,ORG,Her2B-K154-Scene-006,CD44,Her2B-K154,500.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-008_c1_ORG.tif,R4,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,10.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-008_c2_ORG.tif,R4,c2,ORG,Her2B-K154-Scene-008,Vim,Her2B-K154,25.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-008_c3_ORG.tif,R4,c3,ORG,Her2B-K154-Scene-008,AR,Her2B-K154,800.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-008_c4_ORG.tif,R4,c4,ORG,Her2B-K154-Scene-008,CD31,Her2B-K154,500.0,4.0
Registered-R4_Vim.AR.CD31.CD44_Her2B-K154-Scene-008_c5_ORG.tif,R4,c5,ORG,Her2B-K154-Scene-008,CD44,Her2B-K154,500.0,4.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-002_c1_ORG.tif,R5,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,10.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-002_c2_ORG.tif,R5,c2,ORG,Her2B-K154-Scene-002,CK7,Her2B-K154,20.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-002_c3_ORG.tif,R5,c3,ORG,Her2B-K154-Scene-002,CK14,Her2B-K154,50.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-002_c4_ORG.tif,R5,c4,ORG,Her2B-K154-Scene-002,Ki67,Her2B-K154,400.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-002_c5_ORG.tif,R5,c5,ORG,Her2B-K154-Scene-002,PgR,Her2B-K154,600.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-006_c1_ORG.tif,R5,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,10.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-006_c2_ORG.tif,R5,c2,ORG,Her2B-K154-Scene-006,CK7,Her2B-K154,20.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-006_c3_ORG.tif,R5,c3,ORG,Her2B-K154-Scene-006,CK14,Her2B-K154,50.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-006_c4_ORG.tif,R5,c4,ORG,Her2B-K154-Scene-006,Ki67,Her2B-K154,400.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-006_c5_ORG.tif,R5,c5,ORG,Her2B-K154-Scene-006,PgR,Her2B-K154,600.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-008_c1_ORG.tif,R5,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,10.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-008_c2_ORG.tif,R5,c2,ORG,Her2B-K154-Scene-008,CK7,Her2B-K154,20.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-008_c3_ORG.tif,R5,c3,ORG,Her2B-K154-Scene-008,CK14,Her2B-K154,50.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-008_c4_ORG.tif,R5,c4,ORG,Her2B-K154-Scene-008,Ki67,Her2B-K154,400.0,5.0
Registered-R5_CK7.CK14.Ki67.PgR_Her2B-K154-Scene-008_c5_ORG.tif,R5,c5,ORG,Her2B-K154-Scene-008,PgR,Her2B-K154,600.0,5.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-002_c1_ORG.tif,R6,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,7.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-002_c2_ORG.tif,R6,c2,ORG,Her2B-K154-Scene-002,pHH3,Her2B-K154,40.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-002_c3_ORG.tif,R6,c3,ORG,Her2B-K154-Scene-002,pS6RP,Her2B-K154,800.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-002_c4_ORG.tif,R6,c4,ORG,Her2B-K154-Scene-002,pERK,Her2B-K154,1000.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-002_c5_ORG.tif,R6,c5,ORG,Her2B-K154-Scene-002,CD20,Her2B-K154,1000.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-006_c1_ORG.tif,R6,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,7.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-006_c2_ORG.tif,R6,c2,ORG,Her2B-K154-Scene-006,pHH3,Her2B-K154,40.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-006_c3_ORG.tif,R6,c3,ORG,Her2B-K154-Scene-006,pS6RP,Her2B-K154,800.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-006_c4_ORG.tif,R6,c4,ORG,Her2B-K154-Scene-006,pERK,Her2B-K154,1000.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-006_c5_ORG.tif,R6,c5,ORG,Her2B-K154-Scene-006,CD20,Her2B-K154,1000.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-008_c1_ORG.tif,R6,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,7.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-008_c2_ORG.tif,R6,c2,ORG,Her2B-K154-Scene-008,pHH3,Her2B-K154,40.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-008_c3_ORG.tif,R6,c3,ORG,Her2B-K154-Scene-008,pS6RP,Her2B-K154,800.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-008_c4_ORG.tif,R6,c4,ORG,Her2B-K154-Scene-008,pERK,Her2B-K154,1000.0,6.0
Registered-R6_pHH3.pS6RP.pERK.CD20_Her2B-K154-Scene-008_c5_ORG.tif,R6,c5,ORG,Her2B-K154-Scene-008,CD20,Her2B-K154,1000.0,6.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-002_c1_ORG.tif,R7,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,7.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-002_c2_ORG.tif,R7,c2,ORG,Her2B-K154-Scene-002,CK17,Her2B-K154,50.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-002_c3_ORG.tif,R7,c3,ORG,Her2B-K154-Scene-002,EGFR,Her2B-K154,800.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-002_c4_ORG.tif,R7,c4,ORG,Her2B-K154-Scene-002,pAKT,Her2B-K154,1000.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-002_c5_ORG.tif,R7,c5,ORG,Her2B-K154-Scene-002,GRNZB,Her2B-K154,300.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-006_c1_ORG.tif,R7,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,7.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-006_c2_ORG.tif,R7,c2,ORG,Her2B-K154-Scene-006,CK17,Her2B-K154,50.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-006_c3_ORG.tif,R7,c3,ORG,Her2B-K154-Scene-006,EGFR,Her2B-K154,800.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-006_c4_ORG.tif,R7,c4,ORG,Her2B-K154-Scene-006,pAKT,Her2B-K154,1000.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-006_c5_ORG.tif,R7,c5,ORG,Her2B-K154-Scene-006,GRNZB,Her2B-K154,300.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-008_c1_ORG.tif,R7,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,7.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-008_c2_ORG.tif,R7,c2,ORG,Her2B-K154-Scene-008,CK17,Her2B-K154,50.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-008_c3_ORG.tif,R7,c3,ORG,Her2B-K154-Scene-008,EGFR,Her2B-K154,800.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-008_c4_ORG.tif,R7,c4,ORG,Her2B-K154-Scene-008,pAKT,Her2B-K154,1000.0,7.0
Registered-R7_CK17.EGFR.pAKT.GRNZB_Her2B-K154-Scene-008_c5_ORG.tif,R7,c5,ORG,Her2B-K154-Scene-008,GRNZB,Her2B-K154,300.0,7.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-002_c1_ORG.tif,R8,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,7.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-002_c2_ORG.tif,R8,c2,ORG,Her2B-K154-Scene-002,H3K27,Her2B-K154,30.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-002_c3_ORG.tif,R8,c3,ORG,Her2B-K154-Scene-002,PDPN,Her2B-K154,300.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-002_c4_ORG.tif,R8,c4,ORG,Her2B-K154-Scene-002,gH2AX,Her2B-K154,1000.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-002_c5_ORG.tif,R8,c5,ORG,Her2B-K154-Scene-002,ColI,Her2B-K154,50.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-006_c1_ORG.tif,R8,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,7.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-006_c2_ORG.tif,R8,c2,ORG,Her2B-K154-Scene-006,H3K27,Her2B-K154,30.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-006_c3_ORG.tif,R8,c3,ORG,Her2B-K154-Scene-006,PDPN,Her2B-K154,300.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-006_c4_ORG.tif,R8,c4,ORG,Her2B-K154-Scene-006,gH2AX,Her2B-K154,1000.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-006_c5_ORG.tif,R8,c5,ORG,Her2B-K154-Scene-006,ColI,Her2B-K154,50.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-008_c1_ORG.tif,R8,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,7.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-008_c2_ORG.tif,R8,c2,ORG,Her2B-K154-Scene-008,H3K27,Her2B-K154,30.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-008_c3_ORG.tif,R8,c3,ORG,Her2B-K154-Scene-008,PDPN,Her2B-K154,300.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-008_c4_ORG.tif,R8,c4,ORG,Her2B-K154-Scene-008,gH2AX,Her2B-K154,1000.0,8.0
Registered-R8_H3K27.PDPN.gH2AX.ColI_Her2B-K154-Scene-008_c5_ORG.tif,R8,c5,ORG,Her2B-K154-Scene-008,ColI,Her2B-K154,50.0,8.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-002_c1_ORG.tif,R9,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,7.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-002_c2_ORG.tif,R9,c2,ORG,Her2B-K154-Scene-002,CK8,Her2B-K154,80.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-002_c3_ORG.tif,R9,c3,ORG,Her2B-K154-Scene-002,cPARP,Her2B-K154,1500.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-002_c4_ORG.tif,R9,c4,ORG,Her2B-K154-Scene-002,pRB,Her2B-K154,3000.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-006_c1_ORG.tif,R9,c1,ORG,Her2B-K154-Scene-006,DAPI,Her2B-K154,7.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-006_c2_ORG.tif,R9,c2,ORG,Her2B-K154-Scene-006,CK8,Her2B-K154,80.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-006_c3_ORG.tif,R9,c3,ORG,Her2B-K154-Scene-006,cPARP,Her2B-K154,1500.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-006_c4_ORG.tif,R9,c4,ORG,Her2B-K154-Scene-006,pRB,Her2B-K154,3000.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-008_c1_ORG.tif,R9,c1,ORG,Her2B-K154-Scene-008,DAPI,Her2B-K154,7.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-008_c2_ORG.tif,R9,c2,ORG,Her2B-K154-Scene-008,CK8,Her2B-K154,80.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-008_c3_ORG.tif,R9,c3,ORG,Her2B-K154-Scene-008,cPARP,Her2B-K154,1500.0,9.0
Registered-R9_CK8.cPARP.pRB_Her2B-K154-Scene-008_c4_ORG.tif,R9,c4,ORG,Her2B-K154-Scene-008,pRB,Her2B-K154,3000.0,9.0
Registered-R10_LamB1.H3K4.ColIV.FoxP3_Her2B-K154-Scene-002_c1_ORG.tif,R10,c1,ORG,Her2B-K154-Scene-002,DAPI,Her2B-K154,7.0,10.0
Registered-R10_LamB1.H3K4.ColIV.FoxP3_Her2B-K154-Scene-002_c2_ORG.tif,R10,c2,ORG,Her2B-K154-Scene-002,LamB1,Her2B-K154,100.0,10.0
Registered-R10_LamB1.H3K4.ColIV.FoxP3_Her2B-K154-Scene-002_c3_ORG.tif,R10,c3,ORG,Her2B-K154-Scene-002,H3K4,Her2B-K154,500.0,10.0
