,0,1,2,3,4
R2_R2c2.R2c3.R2c4.R2c5_NPPan4165-66_2019_11_13__12_49__2768.czi,15.0,50.0,200.0,500.0,500.0
R4_R4c2.R4c3.R4c4.R4c5_NPPan4165-66_2019_11_19__09_43__2775.czi,15.0,50.0,200.0,500.0,500.0
R0_R0c2.R0c3.R0c4.R0c5_NPPan4165-66_2019_11_13__09_35__2764.czi,15.0,50.0,200.0,500.0,500.0
R5_R5c2.R5c3.R5c4.R5c5_NPPan4165-66_2019_11_26__10_20__2778.czi,15.0,50.0,200.0,500.0,500.0
R3_R3c2.R3c3.R3c4.R3c5_NPPan4165-66_2019_11_14__10_04__2773.czi,15.0,50.0,200.0,500.0,500.0
R1_R1c2.R1c3.R1c4.R1c5_NPPan4165-66_2019_11_13__11_20__2766.czi,15.0,50.0,200.0,500.0,500.0
